Player,Points
macrocosms,40
Hunter13004,28
humilau,27.33333333
odsstel,26.14285714
TheUW,25
IceKing12323,24.42857143
KirynMissy,22.625
mrjad333,18.125
Labmonjo1210,18.125
SuperToad916,17.5
AllieThaDon,16.83333333
SerRonanIrwin,14.57142857
Abach6,13.875
Dispuesto,13.4
stealthguy11,12.5
LethalPilot,11.44444444
BYTECH,11
NautilusReign,9.666666667
lurchlurger,9.666666667
sapphronn,8
14ham,8
cowDude12345,7.666666667
Star_Dragon4,6.5
tenparks,5
Menderlovemybug,5
LightningLucario,4.8
QuinnQuimby,4.25
de_eh,4
Buck274,0
